ARK;"Dénomination / Titre";Auteur;"Date de création";"Numéro d’inventaire";Collection
cl010056344;"Portrait en buste de Louis XV";"France ; Van Loo, Louis-Michel";"1700 / 1800  (XVIIIe siècle)";"INV 6338; R 97; C 32 D 15; B 2131";"Département des Peintures"
cl010056345;"Portrait en buste du duc de Berry, futur Louis XVI, à l'âge de 15 ans";"France ; Van Loo, Louis-Michel";"1700 / 1800  (XVIIIe siècle)";"INV 6344; D 872 1 2; B 2197";"Département des Peintures"
cl010056347;"Portrait en buste du comte d'Artois, futur Charles X";"France ; Van Loo, Louis-Michel";"1700 / 1800  (XVIIIe siècle)";"INV 6349; B 2143";"Département des Peintures"
cl010056349;"Portrait en armure d'Étienne-François, duc de Choiseul, marquis de Stainville";"France ; Van Loo, Louis-Michel";"1700 / 1800  (XVIIIe siècle)";"INV 6374 bis; B 1818; D.95.435";"Département des Peintures"
cl010056351;"Saint Charles Borromée en prières";"Vaudechamp, Joseph ; France";1826;"INV 8274; D 873 1; C 123";"Département des Peintures"
cl010056352;"Apollon faisant écorcher Marsyas";"Verdier, François ; France";"1600 / 1700  (XVIIe siècle)";"INV 8276; B 1018";"Département des Peintures"
cl010056354;Mazeppa;"Vernet, Horace ; France";1825;"INV 8397; LP 98";"Département des Peintures"
cl010056356;"Étude de tête de femme";"Vernet, Horace ; France";"1800 / 1850  (1e moitié du XIXe siècle)";"RF 1938 86";"Département des Peintures"
cl010056357;"Saint Georges combattant le dragon";"Vernet, Horace ; France";"avant 1827";"RF 132";"Département des Peintures"
cl010056358;"Scène militaire : soldats jouant à la drague (jeu de cartes)";"France ; Vernet, Horace";"1800 / 1900  (XIXe siècle)";"RF 1938 89";"Département des Peintures"
cl010056359;"L'Intérieur du port de Marseille, vu du Pavillon de l'Horloge du Parc";"France ; Vernet, Claude-Joseph";"1700 / 1800  (XVIIIe siècle)";"INV 8294; MR 2608";"Département des Peintures"
cl010056360;"La Madrague ou la pêche au thon. Cet aspect est pris dans le golfe de Bandol";"France ; Vernet, Claude-Joseph";1755;"INV 8295; MR 2621";"Département des Peintures"
cl010056361;"Le Pont neuf ou l'Arsenal de Toulon, pris dans l'angle du Parc d'Artillerie";"France ; Vernet, Claude-Joseph";1755;"INV 8296; MR 2612";"Département des Peintures"
cl010056362;"Le Port vieux de Toulon. La vue en est prise du côté des magasins aux vivres";"France ; Vernet, Claude-Joseph";1757;"INV 8298; MR 2610";"Département des Peintures"
cl010056363;"Le Port d'Antibes en Provence, vu du côté de la terre";"France ; Vernet, Claude-Joseph";1757;"INV 8299; MR 2613";"Département des Peintures"
cl010056364;"La Vue du port de Cette [Sète] en Languedoc";"France ; Vernet, Claude-Joseph";"1700 / 1800  (XVIIIe siècle)";"INV 8300; MR 2609";"Département des Peintures"
cl010056365;"Vue d'une partie du Port et de la ville de Bordeaux prise du côté des Salinières";"France ; Vernet, Claude-Joseph";1759;"INV 8301; MR 2618";"Département des Peintures"
cl010056366;"Vue du port de Bordeaux, prise du château Trompette";"France ; Vernet, Claude-Joseph";"1700 / 1800  (XVIIIe siècle)";"INV 8302; MR 2617";"Département des Peintures"
cl010056367;"Vue de Bayonne, prise à mi-côte sur le glacis de la citadelle";"France ; Vernet, Claude-Joseph";1761;"INV 8303; MR 2620";"Département des Peintures"
cl010056368;"Vue de Bayonne, prise de l'allée de Boufflers, près de la porte de Mousserole";"France ; Vernet, Claude-Joseph";1761;"INV 8304; MR 2619";"Département des Peintures"
cl010056369;"Vue du port de La Rochelle, prise de la petite Rive";"France ; Vernet, Claude-Joseph";1763;"INV 8305; MR 2615";"Département des Peintures"
cl010056370;"Vue du port de Rochefort ; prise du Magasin des colonies";"France ; Vernet, Claude-Joseph";1763;"INV 8306; MR 2616";"Département des Peintures"
cl010056371;"Vue du port de Dieppe";"France ; Vernet, Claude-Joseph";1765;"INV 8307; MR 2614";"Département des Peintures"
cl010056372;"Marine. Le naufrage";"France ; Vernet, Claude-Joseph";1753;"INV 8310; MR 2644; D 933.1";"Département des Peintures"
cl010056373;"Le Matin sur terre. Le départ des pêcheurs";"Vernet, Claude-Joseph ; France";1766;"INV 8321; L 3896; D 953.28";"Département des Peintures"
cl010056374;"Le Matin à la mer. Le départ pour la pêche";"Vernet, Claude-Joseph ; France";1767;"INV 8322; L 3897; D 953.27";"Département des Peintures"
cl010056375;"Le Coup de vent; l'orage sur terre";"Vernet, Claude-Joseph ; France";1767;"INV 8323; L 3898; D 953.29";"Département des Peintures"
cl010056378;"Le Soir à la mer. L'entrée dans le port";"Vernet, Claude-Joseph ; France";1766;"INV 8326; L 3901";"Département des Peintures"
cl010056381;"Marine. Le retour de la pêche";"Vernet, Claude-Joseph ; France";1772;"INV 8330; MR 2651";"Département des Peintures"
cl010056383;"Port de mer; le midi ou le calme";"France ; Vernet, Claude-Joseph";"1700 / 1800  (XVIIIe siècle)";"INV 8336; MR 2637";"Département des Peintures"
cl010056384;"Marine. Le soir ou la tempête";"France ; Vernet, Claude-Joseph";"1700 / 1800  (XVIIIe siècle)";"INV 8337; MR 2638";"Département des Peintures"
cl010056388;"La Continence de Scipion";"Vien, Joseph-Marie ; France";1779;"INV 8430; MR 2672";"Département des Peintures"
cl010056391;"Saint Louis, à son avènement à la couronne, remet à la Reine Blanche de Castille, sa mère, la Régence du Royaume";"Vien, Joseph-Marie ; France";1773;"INV 8435";"Département des Peintures"
cl010056392;"Saint Antoine et saint Paul ermites";"Vignon, Claude ; France";"1600 / 1700  (XVIIe siècle)";"MI 1419";"Département des Peintures"
cl010056394;"Renaud et Armide d'après La Jérusalem délivrée";"Vincent, François-André ; France";1787;"INV 8450; MR 2686";"Département des Peintures"
cl010056395;"Achille poursuivant Scamandre";"Vincent, François-André ; France";"1700 / 1800  (XVIIIe siècle)";"INV 8451; MR 2688";"Département des Peintures"
cl010056398;"Le Président Molé, saisi par les factieux, au temps des guerres de la Fronde. La scène se passe près de la Croix du Trahoir";"Vincent, François-André ; France";1779;"INV 8463; MR 2684";"Département des Peintures"
cl010056400;"Paysage avec cascade et pêcheurs.";"France ; Volaire, Pierre Jacques";1768;"RF 1947 21";"Département des Peintures"
cl010056401;"La Nativité";"Vouet, Simon ; France";"1625 / 1639  (XVIIe siècle)";"INV 8491; MR 2707";"Département des Peintures"
cl010056402;"La Vierge prenant sous sa protection la Compagnie de Jésus";"Vouet, Simon ; France";"1600 / 1700  (XVIIe siècle)";"INV 8497; MR 2709";"Département des Peintures"
cl010056404;L'Assomption;"Vouet, Simon ; France";1644;"RF 1948 2; D 949 1 1";"Département des Peintures"
cl010056409;"Grand paysage d'après des études faites en Savoie. Torrent dans la montagne";"Watelet, Louis-Étienne ; France";1833;"INV 8524; LP 179; D 876 1";"Département des Peintures"
cl010056410;"Vue de la ville d'Abbeville (Somme)";"Watelet, Louis-Étienne ; France";1837;"RF 1958 9";"Département des Peintures"
cl010056411;"Arlequin, Pierrot et Scapin";"France ; Watteau, Jean-Antoine";"1700 / 1800  (XVIIIe siècle)";"MI 1420";"Département des Peintures"
cl010056412;"Sérénade dans un parc";"France ; Watteau, Jean-Antoine";"1700 / 1800  (XVIIIe siècle)";"RF 3803";"Département des Peintures"
cl010056415;"Scène de chasse";"Anonyme ; France";"1350 / 1399  (XIVe siècle)";"RF 3975";"Département des Peintures"
cl010056416;"Un Cavalier et deux hommes, de profil, à droite, l'un tenant un faucon, s'approchent d'un château";"Anonyme ; France";"1350 / 1399  (XIVe siècle)";"RF 3976";"Département des Peintures"
cl010056417;"Quatre personnages autour d'une sorte de petite crédence ou Dames à la fontaine";"Anonyme ; France";"1350 / 1399  (XIVe siècle)";"RF 3977";"Département des Peintures"
cl010056418;"Décoration géométrique";"Anonyme ; France";"1350 / 1399  (XIVe siècle)";"RF 3978";"Département des Peintures"
cl010056419;"Fragment de décor";"Anonyme ; France";"1350 / 1399  (XIVe siècle)";"RF 3979";"Département des Peintures"
cl010056420;"Scène dans la forêt ou Scène courtoise : la carole";"Anonyme ; France";"1350 / 1399  (XIVe siècle)";"RF 1937 12";"Département des Peintures"
cl010056421;"Scène dans la forêt ou Animal dans la forêt";"Anonyme ; France";"1350 / 1399  (XIVe siècle)";"RF 1937 13";"Département des Peintures"
cl010056422;"La Dame à l'oiseau";"Anonyme ; France";"1350 / 1399  (XIVe siècle)";"RF 1937 14";"Département des Peintures"
cl010056423;"Scène galante ou Scène courtoise : le baiser";"Anonyme ; France";"1350 / 1399  (XIVe siècle)";"RF 1937 15";"Département des Peintures"
cl010056424;"Le Valet de chiens";"Anonyme ; France";"1350 / 1399  (XIVe siècle)";"RF 1937 121";"Département des Peintures"
cl010056451;"Un Amour ôte les flèches de son carquois pour le remplir de pièces d'or";"Verdier, François ; France";"1600 / 1700  (XVIIe siècle)";"INV 8589; B 507";"Département des Peintures"
cl010056452;"Apollon dans les nuages tenant sa lyre et montrant le ciel";"France ; Mignard, Pierre";"1663 / 1664  (XVIIe siècle)";"INV 8597; B 824";"Département des Peintures"
cl010056454;"LeTriomphe de Bacchus";"Anonyme ; France";"1600 / 1700  (XVIIe siècle)";"INV 8609";"Département des Peintures"
cl010056472;"Marine, clair de lune";"France ; Vernet, Claude-Joseph";"1700 / 1800  (XVIIIe siècle)";"INV 8339; MR 2643";"Département des Peintures"
cl010056473;"Jeune femme tenant un petit enfant";"Fragonard, Jean-Honoré ; France";"1700 / 1800  (XVIIIe siècle)";"MI 1062";"Département des Peintures"
cl010056474;"Ruines antiques. Jeune fille devant une statue de l'abondance.";"Robert, Hubert ; France";1779;"INV 7644; B 968";"Département des Peintures"
cl010056475;"Arc de triomphe en ruines ; les joueurs de cartes.";"Robert, Hubert ; France";1780;"INV 7645; B 969; D 2000-4";"Département des Peintures"
cl010056482;"Portrait de dame en pied, esquisse";"Isabey, Eugène ; France";"1800 / 1900  (XIXe siècle)";"RF 1985 51";"Département des Peintures"
cl010056485;"Vénus parée des armes de Mars (dit autrefois ""Minerve)";"Alaux, Jean ; France ; Primaticcio, Francesco (dit Le Primatice)";1834;"INV 502; LP 5870; F 2878";"Département des Peintures"
cl010056486;"Gentilhomme tuant un loup-cervier";"Alaux, Jean ; France ; Primaticcio, Francesco (dit Le Primatice)";1834;"INV 503; LP 5871; F 2879";"Département des Peintures"
cl010056487;Diane;"Alaux, Jean ; France ; Primaticcio, Francesco (dit Le Primatice)";1834;"INV 504; LP 5872; F 2880";"Département des Peintures"
cl010056488;"Hercule et le sanglier d'Erymanthe";"Alaux, Jean ; France ; Primaticcio, Francesco (dit Le Primatice)";1834;"INV 505; LP 5873; F 2881";"Département des Peintures"
cl010056489;"Diane ou Hécate aux Enfers";"Alaux, Jean ; France ; Primaticcio, Francesco (dit Le Primatice)";1834;"INV 506; LP 5874; F 2882";"Département des Peintures"
cl010056490;"Trophée d'armes";"Alaux, Jean ; France ; Primaticcio, Francesco (dit Le Primatice)";1834;"INV 507; LP 5875; F 2883";"Département des Peintures"
cl010056491;"Trophée d'armes";"Alaux, Jean ; France ; Primaticcio, Francesco (dit Le Primatice)";1834;"INV 508; LP 5876; F 2884";"Département des Peintures"
cl010056492;"Annibal ayant retrouvé le corps de Marcellus parmi les morts, après avoir pris son anneau, lui fait donner la sépulture";"Lagrenée, Louis Jean-François ; France";1781;"INV 5561; MR 1891";"Département des Peintures"
cl010056493;"Enfants jouant une scène de l'Opéra d'Armide";"Le Clerc, Sébastien ; France";1751;"INV 8877; B 1502";"Département des Peintures"
cl010056494;"Portrait du Comte de Nieuwerkerke (1811-1892)";"Lehmann, Henri ; France";1846;"RF 3963";"Département des Peintures"
cl010056495;"Jésus portant sa croix";"Ducis, Louis ; France";"1800 / 1850  (1e moitié du XIXe siècle)";"INV 8064; C 243";"Département des Peintures"
cl010056497;"Saint Barthélémy, apôtre";"Mellin, Charles ; France";"1600 / 1700  (XVIIe siècle)";"INV 333; MR 311";"Département des Peintures"
cl010056498;"Neptune offrant ses richesses à la France. Allégorie à Louis XIV";"Mignard, Pierre ; France";"1600 / 1700  (XVIIe siècle)";"INV 6646; MR 2156";"Département des Peintures"
cl010056499;"Un Enfant endormi";"Mignard, Pierre ; France";"1600 / 1700  (XVIIe siècle)";"INV 6655; B 814";"Département des Peintures"
cl010056500;"Don Quichotte et les oiseaux de la caverne de Montesinos";"Natoire, Charles-Joseph ; France";1735;"INV 6862; B 1752";"Département des Peintures"
cl010056501;"Dorothée surprise au bain par le curé, le barbier et Cardénio";"Natoire, Charles-Joseph ; France";"1700 / 1800  (XVIIIe siècle)";"INV 6863; B 1752";"Département des Peintures"
cl010056502;"Personnages derrière une balustrade. Fragment du Départ de Sancho pour l'île de Barataria";"Natoire, Charles-Joseph ; France";1735;"INV 6864; B 1752";"Département des Peintures"
cl010056503;"Paysage traversé par une rivière";"Anonyme ; France";"1600 / 1700  (XVIIe siècle)";"INV 8801; D 872 2 3; B 1566";"Département des Peintures"
cl010056516;"Fleurs dans un vase de porcelaine";"Anonyme ; France";"1600 / 1700  (XVIIe siècle)";"INV 8933; B 1456";"Département des Peintures"
cl010056523;"Arabesques. Un sacrifice";"Coypel, Noël ; France";"1600 / 1700  (XVIIe siècle)";"INV 8973; B 1732";"Département des Peintures"
cl010056542;"Portrait d'homme à mi-corps en cuirasse";"Anonyme ; France";"1600 / 1700  (XVIIe siècle)";"INV 20452; C 32 D 98";"Département des Peintures"
cl010056543;"Le Christ au globe";"Anonyme ; France";"1600 / 1700  (XVIIe siècle)";"MI 1389";"Département des Peintures"
cl010056544;"Fête donnée au Palais ducal en l'honneur de Louis XIV en septembre 1673";"Anonyme ; France";"1600 / 1700  (XVIIe siècle)";"RF 42; D.72.2.1";"Département des Peintures"
cl010056546;"L'Adoration du Saint Sacrement";"Anonyme ; France";"1600 / 1700  (XVIIe siècle)";"RF 1013";"Département des Peintures"
cl010056548;"Femme à la quenouille";"Anonyme ; France";"1600 / 1700  (XVIIe siècle)";"RF 1944 14; 1741";"Département des Peintures"
cl010056549;"Homme à la cruche de grès";"Anonyme ; France";"1600 / 1700  (XVIIe siècle)";"RF 1944 15; 1742";"Département des Peintures"
cl010056550;"Judith remet à sa servante la tête d'Holopherne";"Anonyme ; France";"1600 / 1700  (XVIIe siècle)";"RF 1946 6";"Département des Peintures"
cl010056551;"Nature morte au puits et à la brouette";"Anonyme ; France";"1600 / 1700  (XVIIe siècle)";"RF 1950 4; D 955 1 1";"Département des Peintures"
cl010056555;"Les Pèlerins d'Emmaüs";"Anonyme ; France";"1700 / 1800  (XVIIIe siècle)";"INV 5495; LP 5770";"Département des Peintures"
cl010056556;"Saint François tenant le crucifix";"Frère Luc ; France";"1600 / 1700  (XVIIe siècle)";"INV 6709; MR 1988; 879 6";"Département des Peintures"
cl010056557;"Saint Louis tenant la couronne d'épines";"Jouvenet, Jean ; France";"1600 / 1700  (XVIIe siècle)";"INV 6711; MR 1986; 877 5";"Département des Peintures"
cl010056560;"L'Amour parcourant l'univers";"Cazes, Pierre-Jacques ; France";"1700 / 1800  (XVIIIe siècle)";"INV 8591; B 1088; P 57";"Département des Peintures"
cl010056561;"Une Bacchanale";"Anonyme ; France";"1700 / 1800  (XVIIIe siècle)";"INV 8606; MR 1706";"Département des Peintures"
cl010056562;"Vénus sur les eaux";"Anonyme ; France";"1700 / 1800  (XVIIIe siècle)";"INV 8671; B 1657";"Département des Peintures"
cl010056566;"Paysage avec berger et bergère";"Anonyme ; France";"1700 / 1800  (XVIIIe siècle)";"INV 8812; MR 1226";"Département des Peintures"
cl010056578;"La Leçon de musique";"Anonyme ; France";"1700 / 1800  (XVIIIe siècle)";"INV 8862; B 1516";"Département des Peintures"
cl010056580;"La Vendange, jeux d'enfants";"Anonyme ; France";"1700 / 1800  (XVIIIe siècle)";"INV 8876; B 1498";"Département des Peintures"
cl010056581;"Chevreuil en fuite. Étude";"Anonyme ; France";"1700 / 1800  (XVIIIe siècle)";"INV 8889; B 1133";"Département des Peintures"
cl010056583;"Deux grands oiseuax étrangers (échassiers) dans un paysage";"Anonyme ; France";"1700 / 1800  (XVIIIe siècle)";"INV 8897; B 1199";"Département des Peintures"
cl010056585;"Fleurs dans une corbeille et vases d'argent";"Anonyme ; France";"1700 / 1800  (XVIIIe siècle)";"INV 8940; B 1429";"Département des Peintures"
cl010056590;"Portrait en buste de Louis XV";"France ; Van Loo, Louis-Michel";"1700 / 1800  (XVIIIe siècle)";"INV 9369; B 2110; D.95.408";"Département des Peintures"
cl010056601;"Paysage historique";"Anonyme ; France";"1700 / 1800  (XVIIIe siècle)";"RF 1168";"Département des Peintures"
cl010056602;"Le Triomphe d'Amphitrite. Portrait d'une femme sous les traits d'Amphitrite";"Anonyme ; France";"1700 / 1800  (XVIIIe siècle)";"RF 1929";"Département des Peintures"
cl010056605;"Nature morte au lièvre mort";"Anonyme ; France";"1700 / 1800  (XVIIIe siècle)";"INV 20768";"Département des Peintures"
cl010056606;"Paysage avec cascade et grotte";"Anonyme ; France";"1700 / 1800  (XVIIIe siècle)";"MI 1170";"Département des Peintures"
cl010056607;"Mars et Vénus";"Anonyme ; France ; Jollain, Nicolas René";"vers 1779";"MI 1383";"Département des Peintures"
cl010056608;"Portrait de femme âgée";"Anonyme ; France";"1700 / 1800  (XVIIIe siècle)";"MI 1382";"Département des Peintures"
cl010056609;"Portrait de femme";"Tocqué, Louis ; France";"1700 / 1800  (XVIIIe siècle)";"MI 1413; D. 1872-01-004";"Département des Peintures"
